sys_energy,sys_energy_ap,avg_acc_err
-13.096,-13.096,nan
-13.0956,-13.0956,0.00380009
-13.0956,-13.0956,0.00374921
-13.0956,-13.0956,0.00376415
-13.0956,-13.0956,0.00375989
-13.0956,-13.0956,0.00378103
-13.0956,-13.0956,0.00379666
-13.0956,-13.0956,0.00379614
-13.0956,-13.0956,0.00380676
-13.0956,-13.0956,0.00380943
-13.0956,-13.0956,0.0037833
-13.0955,-13.0956,0.00379051
-13.0956,-13.0956,0.00378779
-13.0955,-13.0956,0.00381515
-13.0955,-13.0956,0.00383915
-13.0955,-13.0956,0.00381565
-13.0955,-13.0956,0.00384285
-13.0955,-13.0955,0.00380017
-13.0955,-13.0955,0.00376245
-13.0955,-13.0956,0.00383935
-13.0956,-13.0956,0.00379495
-13.0955,-13.0956,0.00380632
-13.0956,-13.0956,0.00386026
-13.0956,-13.0956,0.00380226
-13.0956,-13.0956,0.00385071
-13.0956,-13.0956,0.00388348
-13.0956,-13.0956,0.00390994
-13.0956,-13.0956,0.00390143
-13.0956,-13.0956,0.00391153
-13.0956,-13.0956,0.00393028
-13.0956,-13.0955,0.00395765
-13.0956,-13.0956,0.00399609
-13.0957,-13.0956,0.00399092
-13.0957,-13.0956,0.00399571
-13.0957,-13.0956,0.00401759
-13.0957,-13.0956,0.0040691
-13.0957,-13.0956,0.00409924
-13.0958,-13.0956,0.00421131
-13.0958,-13.0956,0.00425908
-13.0958,-13.0956,0.00426887
-13.0958,-13.0956,0.00429779
-13.0959,-13.0956,0.00434562
-13.0959,-13.0956,0.00440367
-13.096,-13.0956,0.00441679
-13.096,-13.0956,0.00447873
-13.0961,-13.0956,0.00453219
-13.0961,-13.0956,0.00455796
-13.0962,-13.0956,0.00467213
-13.0962,-13.0956,0.00470116
-13.0962,-13.0956,0.00477557
-13.0962,-13.0956,0.00481126
-13.0962,-13.0956,0.00481972
-13.0963,-13.0956,0.00483937
-13.0963,-13.0956,0.00493592
-13.0963,-13.0956,0.00497127
-13.0964,-13.0956,0.00509669
-13.0964,-13.0956,0.00520161
-13.0964,-13.0956,0.0053267
-13.0965,-13.0956,0.00534062
-13.0965,-13.0956,0.00531576
-13.0964,-13.0956,0.00536798
-13.0964,-13.0957,0.00546326
-13.0964,-13.0956,0.00549434
-13.0965,-13.0957,0.00554568
-13.0965,-13.0957,0.00562811
-13.0966,-13.0956,0.00575748
-13.0966,-13.0957,0.00587999
-13.0967,-13.0957,0.00605222
-13.0968,-13.0957,0.00620522
-13.0968,-13.0957,0.00630203
-13.0969,-13.0957,0.00644528
-13.097,-13.0957,0.00653861
-13.097,-13.0957,0.00667105
-13.097,-13.0957,0.00666544
-13.0971,-13.0956,0.00677342
-13.0971,-13.0956,0.00701854
-13.0971,-13.0956,0.00709284
-13.0972,-13.0956,0.0072575
-13.0972,-13.0957,0.00743673
-13.0972,-13.0956,0.00773068
-13.0972,-13.0956,0.00796845
-13.0973,-13.0956,0.00814456
-13.0973,-13.0956,0.00826808
-13.0973,-13.0956,0.00843193
-13.0973,-13.0956,0.00866132
-13.0974,-13.0957,0.00888842
-13.0974,-13.0957,0.0090848
-13.0975,-13.0956,0.00922442
-13.0975,-13.0956,0.00948879
-13.0975,-13.0957,0.00975134
-13.0976,-13.0957,0.00995402
-13.0976,-13.0957,0.0103021
-13.0977,-13.0957,0.0106031
-13.0977,-13.0957,0.0106419
-13.0976,-13.0957,0.0107005
-13.0976,-13.0957,0.0108204
-13.0977,-13.0957,0.0110288
-13.0976,-13.0957,0.0112651
-13.0977,-13.0957,0.0116618
-13.0977,-13.0957,0.0118952
-13.0978,-13.0957,0.0120711
-13.0977,-13.0957,0.0122569
-13.0978,-13.0957,0.0122883
-13.0978,-13.0957,0.0124047
-13.0978,-13.0957,0.0125902
-13.0978,-13.0957,0.0126735
-13.0978,-13.0956,0.0128312
-13.0978,-13.0956,0.0130915
-13.0978,-13.0956,0.0133067
-13.0978,-13.0956,0.0135619
-13.0979,-13.0957,0.0139165
-13.0979,-13.0956,0.0140616
-13.0979,-13.0956,0.0142171
-13.098,-13.0956,0.0145502
-13.0979,-13.0956,0.0149965
-13.0979,-13.0957,0.015017
-13.0979,-13.0956,0.0152558
-13.0979,-13.0957,0.0156372
-13.0979,-13.0957,0.0161136
-13.0979,-13.0957,0.0164116
-13.098,-13.0957,0.0169849
-13.098,-13.0956,0.0173553
-13.098,-13.0957,0.0176631
-13.098,-13.0957,0.0181263
-13.098,-13.0957,0.0186611
-13.0981,-13.0957,0.0193306
-13.0982,-13.0957,0.0198906
-13.0982,-13.0957,0.0201491
-13.0982,-13.0957,0.0205649
-13.0983,-13.0957,0.0211914
-13.0984,-13.0957,0.0215964
-13.0983,-13.0957,0.0220661
-13.0984,-13.0957,0.0227158
-13.0984,-13.0957,0.0228461
-13.0984,-13.0957,0.0231731
-13.0985,-13.0957,0.0233992
-13.0984,-13.0957,0.0238442
-13.0985,-13.0956,0.0243967
-13.0985,-13.0957,0.0246574
-13.0985,-13.0957,0.0251814
-13.0986,-13.0957,0.025701
-13.0987,-13.0957,0.0263856
-13.0987,-13.0957,0.0264837
-13.0987,-13.0957,0.0267933
-13.0988,-13.0957,0.0275596
-13.0988,-13.0957,0.0280329
-13.0988,-13.0957,0.0288937
-13.0988,-13.0957,0.0287482
-13.0989,-13.0957,0.0293195
-13.0988,-13.0957,0.0300704
-13.0988,-13.0956,0.029784
-13.0989,-13.0957,0.0299869
-13.0988,-13.0957,0.0301075
-13.0988,-13.0957,0.0304697
-13.0989,-13.0957,0.0310326
-13.0989,-13.0957,0.0321779
-13.0989,-13.0957,0.0331016
-13.0989,-13.0958,0.0342054
-13.0989,-13.0958,0.035381
-13.0989,-13.0958,0.0362325
-13.0989,-13.0958,0.0370077
-13.0989,-13.0958,0.0376079
-13.0989,-13.0957,0.0375582
-13.0988,-13.0958,0.037451
-13.0988,-13.0957,0.0371691
-13.0988,-13.0957,0.0374578
-13.0987,-13.0957,0.0378748
-13.0987,-13.0957,0.0378143
-13.0987,-13.0957,0.0381887
-13.0987,-13.0957,0.038597
-13.0987,-13.0957,0.039133
-13.0987,-13.0958,0.0394497
-13.0987,-13.0957,0.0402594
-13.0987,-13.0957,0.0411248
-13.0986,-13.0957,0.0423547
-13.0986,-13.0957,0.0432043
-13.0986,-13.0957,0.0431974
-13.0985,-13.0957,0.0430452
-13.0984,-13.0957,0.042943
-13.0984,-13.0957,0.0427894
-13.0983,-13.0957,0.0431752
-13.0982,-13.0957,0.0437411
-13.0981,-13.0957,0.0444748
-13.0981,-13.0957,0.0451321
-13.098,-13.0957,0.0456523
-13.098,-13.0957,0.0461599
-13.0979,-13.0957,0.046816
-13.0978,-13.0957,0.0477134
-13.0977,-13.0957,0.0482849
-13.0977,-13.0957,0.0485023
-13.0976,-13.0957,0.0490652
-13.0976,-13.0957,0.0499457
-13.0975,-13.0957,0.0503391
-13.0975,-13.0957,0.0508214
-13.0974,-13.0957,0.0507849
-13.0974,-13.0957,0.0508173
-13.0973,-13.0957,0.0510876
-13.0973,-13.0958,0.0521316
-13.0973,-13.0957,0.0527414
-13.0972,-13.0957,0.0539259
-13.0972,-13.0957,0.0551275
-13.0972,-13.0957,0.0562559
-13.0971,-13.0957,0.057524
-13.0972,-13.0957,0.0584819
-13.0972,-13.0957,0.0592259
-13.0972,-13.0957,0.0600903
-13.0972,-13.0957,0.0604783
-13.0973,-13.0957,0.0612959
-13.0973,-13.0957,0.0624215
-13.0973,-13.0957,0.0631855
-13.0973,-13.0958,0.0640915
-13.0973,-13.0957,0.0641745
-13.0972,-13.0958,0.0648734
-13.0972,-13.0957,0.0658664
-13.0972,-13.0957,0.0665937
-13.0972,-13.0957,0.067345
-13.0972,-13.0957,0.0686961
-13.0973,-13.0957,0.0700734
-13.0972,-13.0957,0.0705094
-13.0972,-13.0957,0.0713252
-13.0972,-13.0958,0.0717917
-13.0972,-13.0957,0.0729352
-13.0972,-13.0957,0.0735861
-13.0972,-13.0957,0.0751336
-13.0971,-13.0957,0.0763355
-13.0971,-13.0956,0.0771834
-13.0971,-13.0957,0.0785518
-13.0971,-13.0957,0.0806262
-13.0971,-13.0957,0.082572
-13.097,-13.0957,0.0839362
-13.0971,-13.0957,0.0851771
-13.097,-13.0957,0.0869929
-13.0971,-13.0957,0.088956
-13.097,-13.0957,0.089663
-13.097,-13.0957,0.0908874
-13.097,-13.0957,0.0915458
-13.0971,-13.096,0.0912606
-13.0972,-13.0962,0.0923703
-13.0971,-13.0959,0.0940855
-13.0981,-13.0957,0.0945815
-13.0981,-13.097,0.0952358
-13.0971,-13.0966,0.0959018
-13.0974,-13.0961,0.0972832
-13.0976,-13.0959,0.0984831
-13.0971,-13.0962,0.0998646
-13.097,-13.0965,0.101356
-13.097,-13.0961,0.103484
-13.097,-13.0961,0.10423
-13.0969,-13.0961,0.10521
-13.0969,-13.0961,0.106078
-13.097,-13.0961,0.1072
-13.0969,-13.0961,0.109176
-13.0969,-13.0962,0.110267
-13.097,-13.0962,0.112005
-13.097,-13.0963,0.112471
-13.0967,-13.0963,0.112269
-13.0966,-13.0963,0.112775
-13.0968,-13.0966,0.112961
-13.0969,-13.0967,0.113408
-13.0967,-13.0967,0.113697
-13.0968,-13.0967,0.114715
-13.0968,-13.0967,0.116345
-13.097,-13.0969,0.117574
-13.0982,-13.0976,0.119137
-13.099,-13.0992,0.120689
-13.0971,-13.0975,0.122176
-13.097,-13.0969,0.123486
-13.0971,-13.0968,0.124284
-13.097,-13.0969,0.125566
-13.0967,-13.0971,0.127166
-13.0967,-13.0966,0.128711
-13.0966,-13.0962,0.130718
