sys_energy,sys_energy_ap,avg_acc_err
-1.34553e+08,-1.34553e+08,nan
-1.34553e+08,-1.34553e+08,0.00463446
-1.34554e+08,-1.34554e+08,0.00463665
-1.34555e+08,-1.34556e+08,0.0046368
-1.34558e+08,-1.34558e+08,0.00463988
-1.34561e+08,-1.34561e+08,0.00463344
-1.34566e+08,-1.34566e+08,0.00463578
-1.34571e+08,-1.34571e+08,0.00463072
-1.34577e+08,-1.34577e+08,0.00466232
-1.34583e+08,-1.34584e+08,0.00461834
-1.34591e+08,-1.34591e+08,0.00461054
-1.346e+08,-1.346e+08,0.00461166
-1.34609e+08,-1.34609e+08,0.00456412
-1.34619e+08,-1.34619e+08,0.00456864
-1.3463e+08,-1.34631e+08,0.00459242
-1.34642e+08,-1.34643e+08,0.00460289
-1.34655e+08,-1.34655e+08,0.0046074
-1.34668e+08,-1.34669e+08,0.00459504
-1.34683e+08,-1.34684e+08,0.00459349
-1.34698e+08,-1.34699e+08,0.00451482
-1.34715e+08,-1.34716e+08,0.00446881
-1.34732e+08,-1.34733e+08,0.00443081
-1.3475e+08,-1.34751e+08,0.00442434
-1.34769e+08,-1.3477e+08,0.00443306
-1.34789e+08,-1.3479e+08,0.0043963
-1.34809e+08,-1.34811e+08,0.00434269
-1.34831e+08,-1.34833e+08,0.00434021
-1.34854e+08,-1.34855e+08,0.0043609
-1.34877e+08,-1.34879e+08,0.00433517
-1.34901e+08,-1.34903e+08,0.00433661
-1.34927e+08,-1.34929e+08,0.004312
-1.34953e+08,-1.34955e+08,0.00435997
-1.3498e+08,-1.34983e+08,0.00437177
-1.35008e+08,-1.35011e+08,0.00429876
-1.35038e+08,-1.3504e+08,0.00429669
-1.35068e+08,-1.3507e+08,0.00429285
-1.35099e+08,-1.35102e+08,0.00427694
-1.35131e+08,-1.35134e+08,0.0042775
-1.35164e+08,-1.35167e+08,0.00428246
-1.35198e+08,-1.35201e+08,0.00430667
-1.35233e+08,-1.35236e+08,0.00426694
-1.35269e+08,-1.35273e+08,0.00419563
-1.35306e+08,-1.3531e+08,0.00412404
